"File creation date","Household sequence number","Record type and seq indicator","State","Public Use Microdata Area","Person weight","Person's age","Person's sex","Person's marital status","Person's educational attainment","Person's race","Person is of Hispanic origin","Official poverty status","Person's medical out of pocket expenses, other than premiums (imputed)","Person's Medicare Part B premiums","Tax units created for TAXSIM","Adjusted gross income","SPM unit's ID","SPM unit's number of persons","SPM unit's number of adults","SPM unit's number of chidren","SPM unit's has cohabiting couple","SPM unit has a UI under 15 years old","SPM unit's equivalence scale","SPM unit's tenure/mortgage status","SPM unit's geographic adjustment","SPM poverty status","SPM unit's threshold","Total SPM resources for SPM unit","SPM unit's cash income","SPM unit's SNAP subsidy","SPM unit's capped housing subsidy","SPM unit's school lunch","SPM unit's energy subsidy","SPM unit's WIC value","SPM unit's federal tax","SPM unit's federal tax before refundable tax credits","SPM unit's federal EITC","SPM unit's FICA and federal retirement","SPM unit's state tax","SPM unit's capped work and child care expenses","SPM unit's work expenses - not capped","SPM unit's child care expenses - not capped","SPM unit's Medical Out-Of-Pocket and Medicare B subsidy","SPM unit's Health insurance premiums (imputed)"
"20211015","1488553","3","24","2401003","49","3","2","5","0","1","0","0","0","0","14885530000000","53000","1488553001","4","2","2","0","0","1","1","1.266616000000003","0","32658.42694400008","42401.77384831461","53000","0","0","0","0","0","1015","3015","0","2995","1667","1684.1475","1684.1475","0","3237.078651685393","0"
"20211015","1488553","4","24","2401003","48","2","2","5","0","1","0","0","0","0","14885530000000","53000","1488553001","4","2","2","0","0","1","1","1.266616000000003","0","32658.42694400008","42401.77384831461","53000","0","0","0","0","0","1015","3015","0","2995","1667","1684.1475","1684.1475","0","3237.078651685393","0"
"20211015","1488555","1","41","4101318","120","51","2","3","3","1","0","0","1790.7303370786517","0","14885550000000","92000","1488555001","2","2","0","0","0","0.6534829100484774","1","1.0120960000000032","0","17053.21373564413","72189.77844071259","112200","0","0","0","0","0","16492.3499","16492.3499","0","6340","7109.30018","3368.295","3368.295","0","6700.276479287426","4799.546142208775"
"20211015","1488555","2","41","4101318","104","21","1","5","0","1","0","0","110","0","14885550000012","20200","1488555001","2","2","0","0","0","0.6534829100484774","1","1.0120960000000032","0","17053.21373564413","72189.77844071259","112200","0","0","0","0","0","16492.3499","16492.3499","0","6340","7109.30018","3368.295","3368.295","0","6700.276479287426","4799.546142208775"
"20211015","1488556","1","36","3600100","19","69","1","1","2","1","0","0","316.011235955056","1198.8000000000002","14885560000000","9500","1488556001","2","2","0","0","0","0.6534829100484774","2","0.914775999999994","0","12792.716325981542","23411.90585935508","32900","0","0","0","0","0","0","0","0","0","0","0","0","0","9488.09414064492","4440"
"20211015","1488556","2","36","3600100","15","59","2","1","2","1","0","0","3533.2829046898637","0","14885559730176","0","1488556001","2","2","0","0","0","0.6534829100484774","2","0.914775999999994","0","12792.716325981542","23411.90585935508","32900","0","0","0","0","0","0","0","0","0","0","0","0","0","9488.09414064492","4440"
"20211015","1488557","1","48","4803602","88","75","2","2","2","1","0","0","1520","1198.8000000000002","14885570000000","48180","1488557001","1","1","0","0","0","0.46346305677196975","2","0.9634180000000022","0","9555.285136303566","42106.2","50100","0","0","0","0","0","5275","5275","0","0","0","0","0","0","2718.8","0"
"20211015","1488558","1","34","3401302","84","56","2","4","3","2","0","0","3181.1797752808993","0","14885580000000","35000","1488558001","3","3","0","0","0","1","3","1.224909999999996","0","30751.365549999897","39372.58352079756","63000","0","0","0","0","0","5655","5655","0","3560","927.5","3368.295","3368.295","0","10116.621479202435","6035.441703921535"
"20211015","1488558","2","34","3401302","120","29","1","5","4","2","0","0","600","0","14885580000012","28000","1488558001","3","3","0","0","0","1","3","1.224909999999996","0","30751.365549999897","39372.58352079756","63000","0","0","0","0","0","5655","5655","0","3560","927.5","3368.295","3368.295","0","10116.621479202435","6035.441703921535"
"20211015","1488558","3","34","3401302","125","24","1","5","0","2","0","0","300","0","14885580000013","0","1488558001","3","3","0","0","0","1","3","1.224909999999996","0","30751.365549999897","39372.58352079756","63000","0","0","0","0","0","5655","5655","0","3560","927.5","3368.295","3368.295","0","10116.621479202435","6035.441703921535"
"20211015","1488560","1","6","607306","113","35","2","1","4","1","0","0","20.423600605143747","0","14885600000000","150100","1488560001","3","2","1","0","0","0.8801833070327151","3","1.2420600000000044","0","27445.80220855142","97494.86207195092","150100","0","0","0","0","0","23728.4","23760","0","8475","7922.3198","11426.581516853934","3368.295","8058.286516853933","1052.8366111951589","0"
"20211015","1488560","2","6","607306","90","44","1","1","4","1","0","0","1032.4130105900151","0","14885599576064","0","1488560001","3","2","1","0","0","0.8801833070327151","3","1.2420600000000044","0","27445.80220855142","97494.86207195092","150100","0","0","0","0","0","23728.4","23760","0","8475","7922.3198","11426.581516853934","3368.295","8058.286516853933","1052.8366111951589","0"
"20211015","1488560","3","6","607306","114","6","2","5","0","1","0","0","0","0","14885600000000","150100","1488560001","3","2","1","0","0","0.8801833070327151","3","1.2420600000000044","0","27445.80220855142","97494.86207195092","150100","0","0","0","0","0","23728.4","23760","0","8475","7922.3198","11426.581516853934","3368.295","8058.286516853933","1052.8366111951589","0"
"20211015","1488561","1","39","3904104","169","33","1","1","3","1","0","0","1200","0","14885610000000","138000","1488561001","3","2","1","0","0","0.8801833070327151","1","0.9586719999999975","0","21756.722042586236","97719.34928202248","138000","0","0","0","0","0","20735","20735","0","9787","5032.3501","3368.295","3368.295","0","1358.005617977528","52.668539325842744"
"20211015","1488561","2","39","3904104","172","34","2","1","4","1","0","0","105.33707865168537","0","14885610061824","0","1488561001","3","2","1","0","0","0.8801833070327151","1","0.9586719999999975","0","21756.722042586236","97719.34928202248","138000","0","0","0","0","0","20735","20735","0","9787","5032.3501","3368.295","3368.295","0","1358.005617977528","52.668539325842744"
"20211015","1488561","3","39","3904104","134","1","1","5","0","1","0","0","0","0","14885610000000","138000","1488561001","3","2","1","0","0","0.8801833070327151","1","0.9586719999999975","0","21756.722042586236","97719.34928202248","138000","0","0","0","0","0","20735","20735","0","9787","5032.3501","3368.295","3368.295","0","1358.005617977528","52.668539325842744"
"20211015","1488562","1","48","4805916","70","27","2","5","4","1","1","0","1148.8275340393343","0","14885620000000","59000","1488562001","6","3","3","0","0","1.328201239943334","1","0.9823600000000017","0","33642.23531950385","79449.70590348299","97290","4424","0","998.9939999999999","0","0","5188.780000000001","8782.5","2593.72","4753","0","2773.8900000000003","2773.8900000000003","0","10547.618096517022","2500"
"20211015","1488562","2","48","4805916","109","24","2","5","0","1","1","0","0","0","14885620000002","20700","1488562001","6","3","3","0","0","1.328201239943334","1","0.9823600000000017","0","33642.23531950385","79449.70590348299","97290","4424","0","998.9939999999999","0","0","5188.780000000001","8782.5","2593.72","4753","0","2773.8900000000003","2773.8900000000003","0","10547.618096517022","2500"
"20211015","1488562","3","48","4805916","115","16","2","5","0","1","1","0","50","0","14885620000001","0","1488562001","6","3","3","0","0","1.328201239943334","1","0.9823600000000017","0","33642.23531950385","79449.70590348299","97290","4424","0","998.9939999999999","0","0","5188.780000000001","8782.5","2593.72","4753","0","2773.8900000000003","2773.8900000000003","0","10547.618096517022","2500"
"20211015","1488562","4","48","4805916","116","16","2","5","0","1","1","0","4952.723146747352","0","14885620000001","0","1488562001","6","3","3","0","0","1.328201239943334","1","0.9823600000000017","0","33642.23531950385","79449.70590348299","97290","4424","0","998.9939999999999","0","0","5188.780000000001","8782.5","2593.72","4753","0","2773.8900000000003","2773.8900000000003","0","10547.618096517022","2500"
"20211015","1488562","5","48","4805916","141","59","2","5","1","1","1","0","1896.0674157303372","0","14885620000001","0","1488562001","6","3","3","0","0","1.328201239943334","1","0.9823600000000017","0","33642.23531950385","79449.70590348299","97290","4424","0","998.9939999999999","0","0","5188.780000000001","8782.5","2593.72","4753","0","2773.8900000000003","2773.8900000000003","0","10547.618096517022","2500"
"20211015","1488562","6","48","4805916","85","3","2","5","0","1","1","0","0","0","14885620000002","20700","1488562001","6","3","3","0","0","1.328201239943334","1","0.9823600000000017","0","33642.23531950385","79449.70590348299","97290","4424","0","998.9939999999999","0","0","5188.780000000001","8782.5","2593.72","4753","0","2773.8900000000003","2773.8900000000003","0","10547.618096517022","2500"
"20211015","1488563","1","19","1900100","29","43","2","1","3","1","0","0","0","0","14885630000000","59600","1488563001","4","2","2","0","0","1","1","0.8220880000000004","0","21196.71699200001","46947.98404169712","59600","0","0","176.686","0","0","2005","4005","0","3367","2641.05","3368.295","3368.295","0","1447.356958302878","868.0030257186082"
"20211015","1488563","2","19","1900100","26","36","1","1","2","1","0","0","579.3539325842698","0","14885629984768","0","1488563001","4","2","2","0","0","1","1","0.8220880000000004","0","21196.71699200001","46947.98404169712","59600","0","0","176.686","0","0","2005","4005","0","3367","2641.05","3368.295","3368.295","0","1447.356958302878","868.0030257186082"
"20211015","1488563","3","19","1900100","22","12","1","5","0","1","0","0","0","0","14885630000000","59600","1488563001","4","2","2","0","0","1","1","0.8220880000000004","0","21196.71699200001","46947.98404169712","59600","0","0","176.686","0","0","2005","4005","0","3367","2641.05","3368.295","3368.295","0","1447.356958302878","868.0030257186082"
"20211015","1488563","4","19","1900100","22","11","1","5","0","1","0","0","0","0","14885630000000","59600","1488563001","4","2","2","0","0","1","1","0.8220880000000004","0","21196.71699200001","46947.98404169712","59600","0","0","176.686","0","0","2005","4005","0","3367","2641.05","3368.295","3368.295","0","1447.356958302878","868.0030257186082"
"20211015","1488564","1","6","605700","70","67","1","1","2","1","0","0","1316.7134831460676","1198.8000000000002","14885640000000","47287.5","1488564001","2","2","0","0","0","0.6534829100484774","1","1.0060480000000043","0","16951.30854416708","54382.435588109605","63100","0","0","0","0","0","2953.1299","2953.1299","0","0","0","0","0","0","5764.434511890395","1080"
"20211015","1488564","2","6","605700","76","65","2","1","2","1","0","0","970.1210287443266","1198.8000000000002","14885640470528","0","1488564001","2","2","0","0","0","0.6534829100484774","1","1.0060480000000043","0","16951.30854416708","54382.435588109605","63100","0","0","0","0","0","2953.1299","2953.1299","0","0","0","0","0","0","5764.434511890395","1080"
"20211015","1488567","1","36","3600403","31","50","2","1","3","1","0","0","1500","0","14885670000000","95600","1488567001","3","2","1","0","0","0.8801833070327151","1","0.893152","0","20269.768811209706","73019.772","95600","0","0","0","0","0","8590.0703","9590.0703","0","5299","4170.2002","2872.9575","2872.9575","0","1648","148"
"20211015","1488567","2","36","3600403","17","51","1","1","3","1","0","0","0","0","14885669830656","0","1488567001","3","2","1","0","0","0.8801833070327151","1","0.893152","0","20269.768811209706","73019.772","95600","0","0","0","0","0","8590.0703","9590.0703","0","5299","4170.2002","2872.9575","2872.9575","0","1648","148"
"20211015","1488567","3","36","3600403","27","12","2","5","0","1","0","0","0","0","14885670000000","95600","1488567001","3","2","1","0","0","0.8801833070327151","1","0.893152","0","20269.768811209706","73019.772","95600","0","0","0","0","0","8590.0703","9590.0703","0","5299","4170.2002","2872.9575","2872.9575","0","1648","148"
"20211015","1488568","1","41","4101305","52","32","2","1","4","1","0","0","15.800561797752835","0","14885680000000","20000","1488568001","2","2","0","0","0","0.6534829100484774","3","1.0117600000000033","1","16598.619353018657","14569.520688202248","20000","0","0","0","0","0","50","50","0","1462","616.94","3285.73875","3285.73875","0","15.800561797752835","0"
"20211015","1488568","2","41","4101305","52","25","1","1","3","1","0","0","0","0","14885680316416","0","1488568001","2","2","0","0","0","0.6534829100484774","3","1.0117600000000033","1","16598.619353018657","14569.520688202248","20000","0","0","0","0","0","50","50","0","1462","616.94","3285.73875","3285.73875","0","15.800561797752835","0"
"20211015","1488569","1","51","5151155","27","77","1","1","4","1","0","0","6588.6535552193645","1198.8000000000002","14885690000000","89580","1488569001","2","2","0","0","0","0.6534829100484774","1","1.0650160000000017","0","17944.884161068458","72106.49981556715","93430","0","0","0","0","0","9297","9297","0","0","1597.55","0","0","0","10428.950184432848","600"
"20211015","1488569","2","51","5151155","46","72","2","1","4","1","0","0","842.6966292134831","1198.8000000000002","14885689753600","0","1488569001","2","2","0","0","0","0.6534829100484774","1","1.0650160000000017","0","17944.884161068458","72106.49981556715","93430","0","0","0","0","0","9297","9297","0","0","1597.55","0","0","0","10428.950184432848","600"
"20211015","1488571","1","20","2000801","130","65","1","3","3","1","0","0","3247.3524962178517","1198.8000000000002","14885710000000","55100","1488571001","1","1","0","0","0","0.46346305677196975","3","0.9078799999999999","0","10563.40172775152","35655.49113842663","56000","0","0","0","0","0","6927.8101","6927.8101","0","2825","2255.6499","1684.1475","1684.1475","0","6651.901361573374","2205.748865355522"
"20211015","1488571","2","20","2000801","144","59","1","1","4","1","0","0","1100","0","14885710000012","85000","1488571003","1","1","0","0","0","0.46346305677196975","3","0.9078799999999999","0","10563.40172775152","56937.6824","85000","0","0","0","0","0","13571.61","13571.61","0","4520","4439.5601","1684.1475","1684.1475","0","3847","2747"
"20211015","1488572","1","19","1901700","70","25","1","5","3","4","0","1","310","0","14885720000000","12000","1488572001","3","2","1","1","0","0.8801833070327151","3","0.9309100000000019","1","20570.320060192393","19377.540042234832","13000","4200","0","0","286","1079.52","-4245.5","0","3245.5","735","-227.19000010000002","1667.63625","1667.63625","0","1258.0337078651687","0"
"20211015","1488572","2","19","1901700","122","0","2","5","0","4","0","1","0","0","14885720000000","12000","1488572001","3","2","1","1","0","0.8801833070327151","3","0.9309100000000019","1","20570.320060192393","19377.540042234832","13000","4200","0","0","286","1079.52","-4245.5","0","3245.5","735","-227.19000010000002","1667.63625","1667.63625","0","1258.0337078651687","0"
"20211015","1488572","3","19","1901700","47","25","2","5","2","4","0","1","948.0337078651686","0","14885720000013","1000","1488572001","3","2","1","1","0","0.8801833070327151","3","0.9309100000000019","1","20570.320060192393","19377.540042234832","13000","4200","0","0","286","1079.52","-4245.5","0","3245.5","735","-227.19000010000002","1667.63625","1667.63625","0","1258.0337078651687","0"
"20211015","1488574","1","1","102702","255","24","2","5","0","2","0","1","100","0","14885740000000","11500","1488574001","1","1","0","0","0","0.46346305677196975","3","0.919149999999999","1","10694.530883005244","7571.422469742814","11500","0","0","0","0","0","175","175","0","622","326.25","1684.1475","1684.1475","0","1121.180030257186","1021.1800302571861"
"20211015","1488575","1","39","3902900","248","39","2","1","2","1","0","0","40.84720121028761","0","14885750000000","68000","1488575001","5","2","3","0","0","1.1139424459794183","1","0.8518239999999981","0","24465.996954120757","55168.43440494201","68000","0","0","0","0","0","1695","4695","0","3842","1559.73","3368.295","3368.295","0","2366.540595057993","2121.4573877962684"
"20211015","1488575","2","39","3902900","280","40","1","1","2","1","0","0","204.23600605143702","0","14885749522432","0","1488575001","5","2","3","0","0","1.1139424459794183","1","0.8518239999999981","0","24465.996954120757","55168.43440494201","68000","0","0","0","0","0","1695","4695","0","3842","1559.73","3368.295","3368.295","0","2366.540595057993","2121.4573877962684"
"20211015","1488575","3","39","3902900","194","9","1","5","0","1","0","0","0","0","14885750000000","68000","1488575001","5","2","3","0","0","1.1139424459794183","1","0.8518239999999981","0","24465.996954120757","55168.43440494201","68000","0","0","0","0","0","1695","4695","0","3842","1559.73","3368.295","3368.295","0","2366.540595057993","2121.4573877962684"
"20211015","1488575","4","39","3902900","193","6","1","5","0","1","0","0","0","0","14885750000000","68000","1488575001","5","2","3","0","0","1.1139424459794183","1","0.8518239999999981","0","24465.996954120757","55168.43440494201","68000","0","0","0","0","0","1695","4695","0","3842","1559.73","3368.295","3368.295","0","2366.540595057993","2121.4573877962684"
"20211015","1488575","5","39","3902900","326","4","1","5","0","1","0","0","0","0","14885750000000","68000","1488575001","5","2","3","0","0","1.1139424459794183","1","0.8518239999999981","0","24465.996954120757","55168.43440494201","68000","0","0","0","0","0","1695","4695","0","3842","1559.73","3368.295","3368.295","0","2366.540595057993","2121.4573877962684"
"20211015","1488576","1","29","2900903","98","35","2","5","4","2","0","0","199.1301059001512","0","14885760000000","24200","1488576001","2","1","1","0","0","0.6993681904144294","3","0.9480599999999992","0","16645.694680801036","21963.402086838127","24200","0","0","88.343","0","0","-2244.4199","790","2034.42","1368","423","1684.1475","1684.1475","0","1094.2133131618757","650"
"20211015","1488576","2","29","2900903","64","16","1","5","0","2","0","0","245.0832072617245","0","14885760000000","24200","1488576001","2","1","1","0","0","0.6993681904144294","3","0.9480599999999992","0","16645.694680801036","21963.402086838127","24200","0","0","88.343","0","0","-2244.4199","790","2034.42","1368","423","1684.1475","1684.1475","0","1094.2133131618757","650"
"20211015","1488578","1","51","5151155","23","77","1","1","2","2","0","0","163.38880484114952","1198.8000000000002","14885780000000","14000","1488578001","2","2","0","0","0","0.6534829100484774","2","1.0518580000000013","0","14709.744253472323","28546.342655833007","33400","0","0","0","0","0","0","0","0","0","0","0","0","0","4853.6573441669925","742.6685393258427"
"20211015","1488578","2","51","5151155","26","75","2","1","2","2","0","0","1550","1198.8000000000002","14885779931136","0","1488578001","2","2","0","0","0","0.6534829100484774","2","1.0518580000000013","0","14709.744253472323","28546.342655833007","33400","0","0","0","0","0","0","0","0","0","0","0","0","0","4853.6573441669925","742.6685393258427"
"20211015","1488580","1","55","5540301","94","37","2","4","3","1","0","0","105.33707865168526","0","14885800000000","4400","1488580001","2","1","1","0","0","0.6993681904144294","3","0.9710900000000002","0","17050.047093621815","27994.657420589458","20400","4424","2619.651499241145","88.343","613","0","0","0","0","0","0","0","0","0","150.3370786516855","2.2737367544323206E-13"
"20211015","1488580","2","55","5540301","140","15","2","5","0","1","0","0","45","0","14885800000000","4400","1488580001","2","1","1","0","0","0.6993681904144294","3","0.9710900000000002","0","17050.047093621815","27994.657420589458","20400","4424","2619.651499241145","88.343","613","0","0","0","0","0","0","0","0","0","150.3370786516855","2.2737367544323206E-13"
"20211015","1488581","1","45","4501000","65","51","2","1","2","1","0","0","1225.4160363086232","0","14885810000000","81100","1488581001","3","3","0","0","0","1","1","0.8220880000000002","0","21196.716992000005","76323.31475186152","104400","0","0","0","0","0","9967.5","9967.5","0","5899","4305.05989","3599.4525000000003","3599.4525000000003","0","4305.672858138479","319.5826645264847"
"20211015","1488581","2","45","4501000","89","61","1","1","3","1","0","0","2550","0","14885810339840","0","1488581001","3","3","0","0","0","1","1","0.8220880000000002","0","21196.716992000005","76323.31475186152","104400","0","0","0","0","0","9967.5","9967.5","0","5899","4305.05989","3599.4525000000003","3599.4525000000003","0","4305.672858138479","319.5826645264847"
"20211015","1488581","3","45","4501000","84","23","2","5","0","1","0","0","210.67415730337098","0","14885810000013","23300","1488581001","3","3","0","0","0","1","1","0.8220880000000002","0","21196.716992000005","76323.31475186152","104400","0","0","0","0","0","9967.5","9967.5","0","5899","4305.05989","3599.4525000000003","3599.4525000000003","0","4305.672858138479","319.5826645264847"
"20211015","1488582","1","27","2700300","30","61","1","1","4","1","0","0","1221.9101123595506","0","14885820000000","126500","1488582001","2","2","0","0","0","0.6534829100484774","1","0.8634160000000011","0","14548.044445166155","77722.94488764045","126500","0","0","0","0","0","16693.08","16693.08","0","15108","6840.77","3368.295","3368.295","0","6766.91011235955","5210"
"20211015","1488582","2","27","2700300","20","51","2","1","3","1","0","0","335","0","14885819777024","0","1488582001","2","2","0","0","0","0.6534829100484774","1","0.8634160000000011","0","14548.044445166155","77722.94488764045","126500","0","0","0","0","0","16693.08","16693.08","0","15108","6840.77","3368.295","3368.295","0","6766.91011235955","5210"
"20211015","1488583","1","17","1702501","21","59","1","1","3","1","0","0","79.00280898876417","0","14885830000000","95000","1488583001","2","2","0","0","0","0.6534829100484774","2","0.8761839999999899","0","12253.025179239241","68105.11646067415","95000","0","0","0","0","0","10679.67","10679.67","0","5368","4407.5","3368.295","3368.295","0","3071.4185393258435","2692.4157303370794"
"20211015","1488583","2","17","1702501","23","56","2","1","2","1","0","0","300","0","14885830262784","0","1488583001","2","2","0","0","0","0.6534829100484774","2","0.8761839999999899","0","12253.025179239241","68105.11646067415","95000","0","0","0","0","0","10679.67","10679.67","0","5368","4407.5","3368.295","3368.295","0","3071.4185393258435","2692.4157303370794"
"20211015","1488584","1","8","800900","41","70","2","2","4","1","0","0","612.7080181543116","1678.8000000000002","14885840000000","88050","1488584001","1","1","0","0","0","0.46346305677196975","2","0.9622120000000001","0","9543.323896349151","71219.03198184569","91200","0","0","0","0","0","15242.5","15242.5","0","0","2446.96","0","0","0","2291.5080181543117","0"
"20211015","1488587","1","36","3603210","65","60","2","5","3","1","0","1","1400","0","14885870000000","130","1488587001","1","1","0","0","0","0.46346305677196975","2","1.1559760000000008","1","11465.096449021747","-1195","130","0","0","0","0","0","0","0","0","0","-75","0","0","0","1400","0"
"20211015","1488589","1","1","102701","98","37","1","3","4","2","0","0","61.27080181543113","0","14885890000000","25000","1488589001","1","1","0","0","0","0.46346305677196975","2","0.9336700000000024","0","9260.241217428524","18076.64169818457","25000","0","0","0","0","0","1852.5","1852.5","0","1413","912.44","1684.1475","1684.1475","0","1061.270801815431","999.9999999999999"
"20211015","1488590","1","37","3703001","57","57","1","3","3","1","0","0","510.59001512859305","0","14885900000000","45000","1488590001","1","1","0","0","0","0.46346305677196975","3","0.9480599999999997","0","11030.905672569175","27360.40230332829","45000","0","0","0","0","0","4391.9199","4391.9199","0","2543","2382.8601","1684.1475","1684.1475","0","6637.67019667171","6127.080181543117"
"20211015","1488591","1","48","4806703","79","54","1","1","4","1","1","0","3073.75189107413","0","14885910000000","27600","1488591001","8","5","3","0","0","1.7181238691752783","2","0.8866360000000024","0","32599.70016222006","51995.59238169441","55800","0","0","265.029","0","0","-10203.819800000001","85","7288.8198","2728","0","5052.4425","5052.4425","0","6492.813918305597","1908.4720121028745"
"20211015","1488591","2","48","4806703","69","46","2","1","1","1","1","0","1000","0","14885909954560","0","1488591001","8","5","3","0","0","1.7181238691752783","2","0.8866360000000024","0","32599.70016222006","51995.59238169441","55800","0","0","265.029","0","0","-10203.819800000001","85","7288.8198","2728","0","5052.4425","5052.4425","0","6492.813918305597","1908.4720121028745"
"20211015","1488591","3","48","4806703","89","10","1","5","0","1","1","0","0","0","14885910000000","27600","1488591001","8","5","3","0","0","1.7181238691752783","2","0.8866360000000024","0","32599.70016222006","51995.59238169441","55800","0","0","265.029","0","0","-10203.819800000001","85","7288.8198","2728","0","5052.4425","5052.4425","0","6492.813918305597","1908.4720121028745"
"20211015","1488591","4","48","4806703","52","15","1","5","0","1","1","0","153.17700453857788","0","14885910000000","27600","1488591001","8","5","3","0","0","1.7181238691752783","2","0.8866360000000024","0","32599.70016222006","51995.59238169441","55800","0","0","265.029","0","0","-10203.819800000001","85","7288.8198","2728","0","5052.4425","5052.4425","0","6492.813918305597","1908.4720121028745"
"20211015","1488591","5","48","4806703","79","49","1","1","2","1","1","0","0","0","14885910000001","10600","1488591001","8","5","3","0","0","1.7181238691752783","2","0.8866360000000024","0","32599.70016222006","51995.59238169441","55800","0","0","265.029","0","0","-10203.819800000001","85","7288.8198","2728","0","5052.4425","5052.4425","0","6492.813918305597","1908.4720121028745"
"20211015","1488591","6","48","4806703","113","44","2","1","1","1","1","0","255.2950075642965","0","14885909954560","0","1488591001","8","5","3","0","0","1.7181238691752783","2","0.8866360000000024","0","32599.70016222006","51995.59238169441","55800","0","0","265.029","0","0","-10203.819800000001","85","7288.8198","2728","0","5052.4425","5052.4425","0","6492.813918305597","1908.4720121028745"
"20211015","1488591","7","48","4806703","84","19","2","5","0","1","1","0","102.11800302571862","0","14885910000017","10100","1488591001","8","5","3","0","0","1.7181238691752783","2","0.8866360000000024","0","32599.70016222006","51995.59238169441","55800","0","0","265.029","0","0","-10203.819800000001","85","7288.8198","2728","0","5052.4425","5052.4425","0","6492.813918305597","1908.4720121028745"
"20211015","1488591","8","48","4806703","90","10","1","5","0","1","1","0","0","0","14885910000001","10600","1488591001","8","5","3","0","0","1.7181238691752783","2","0.8866360000000024","0","32599.70016222006","51995.59238169441","55800","0","0","265.029","0","0","-10203.819800000001","85","7288.8198","2728","0","5052.4425","5052.4425","0","6492.813918305597","1908.4720121028745"
"20211015","1488593","1","48","4800800","22","56","1","1","4","1","0","0","526.6853932584272","0","14885930000000","162000","1488593001","6","3","3","0","0","1.328201239943334","1","0.9168399999999974","0","31398.415072207514","126201.66934891805","168000","0","0","0","0","0","24535","27685","2700","9436","0","3599.4525","3599.4525","0","4227.87815108195","857.0916342280169"
"20211015","1488593","2","48","4800800","22","56","2","1","4","1","0","0","2106.741573033708","0","14885929877504","0","1488593001","6","3","3","0","0","1.328201239943334","1","0.9168399999999974","0","31398.415072207514","126201.66934891805","168000","0","0","0","0","0","24535","27685","2700","9436","0","3599.4525","3599.4525","0","4227.87815108195","857.0916342280169"
"20211015","1488593","3","48","4800800","20","4","2","5","0","1","0","0","0","0","14885930000016","6000","1488593001","6","3","3","0","0","1.328201239943334","1","0.9168399999999974","0","31398.415072207514","126201.66934891805","168000","0","0","0","0","0","24535","27685","2700","9436","0","3599.4525","3599.4525","0","4227.87815108195","857.0916342280169"
"20211015","1488593","4","48","4800800","19","3","2","5","0","1","0","0","0","0","14885930000016","6000","1488593001","6","3","3","0","0","1.328201239943334","1","0.9168399999999974","0","31398.415072207514","126201.66934891805","168000","0","0","0","0","0","24535","27685","2700","9436","0","3599.4525","3599.4525","0","4227.87815108195","857.0916342280169"
"20211015","1488593","5","48","4800800","18","0","1","5","0","1","0","0","0","0","14885930000016","6000","1488593001","6","3","3","0","0","1.328201239943334","1","0.9168399999999974","0","31398.415072207514","126201.66934891805","168000","0","0","0","0","0","24535","27685","2700","9436","0","3599.4525","3599.4525","0","4227.87815108195","857.0916342280169"
"20211015","1488593","6","48","4800800","22","31","1","1","4","1","0","0","737.3595505617978","0","14885930000016","6000","1488593001","6","3","3","0","0","1.328201239943334","1","0.9168399999999974","0","31398.415072207514","126201.66934891805","168000","0","0","0","0","0","24535","27685","2700","9436","0","3599.4525","3599.4525","0","4227.87815108195","857.0916342280169"
"20211015","1488594","1","1","101303","128","46","1","1","4","1","0","0","1174.3570347957639","0","14885940000000","339000","1488594001","5","2","3","0","0","1.1139424459794183","1","0.9168400000000019","0","26333.379486156966","231182.1310989903","340000","0","0","265.029","0","0","78982.359","72057.539","0","10212","11327.42","2344.5975","2344.5975","0","6216.521401009706","4543.37465365721"
"20211015","1488594","2","1","101303","108","40","2","1","4","1","0","0","75","0","14885940363264","0","1488594001","5","2","3","0","0","1.1139424459794183","1","0.9168400000000019","0","26333.379486156966","231182.1310989903","340000","0","0","265.029","0","0","78982.359","72057.539","0","10212","11327.42","2344.5975","2344.5975","0","6216.521401009706","4543.37465365721"
"20211015","1488594","3","1","101303","81","16","2","5","0","1","0","0","423.7897125567324","0","14885940000000","339000","1488594001","5","2","3","0","0","1.1139424459794183","1","0.9168400000000019","0","26333.379486156966","231182.1310989903","340000","0","0","265.029","0","0","78982.359","72057.539","0","10212","11327.42","2344.5975","2344.5975","0","6216.521401009706","4543.37465365721"
"20211015","1488594","4","1","101303","137","13","1","5","0","1","0","0","0","0","14885940000000","339000","1488594001","5","2","3","0","0","1.1139424459794183","1","0.9168400000000019","0","26333.379486156966","231182.1310989903","340000","0","0","265.029","0","0","78982.359","72057.539","0","10212","11327.42","2344.5975","2344.5975","0","6216.521401009706","4543.37465365721"
"20211015","1488594","5","1","101303","111","8","2","5","0","1","0","0","0","0","14885940000000","339000","1488594001","5","2","3","0","0","1.1139424459794183","1","0.9168400000000019","0","26333.379486156966","231182.1310989903","340000","0","0","265.029","0","0","78982.359","72057.539","0","10212","11327.42","2344.5975","2344.5975","0","6216.521401009706","4543.37465365721"
"20211015","1488597","1","13","1302003","67","34","1","1","1","3","0","1","102.11800302571874","0","14885970000000","15800","1488597001","4","2","2","0","0","1","3","1.0142100000000043","0","25461.742050000106","25519.429198227066","15800","4497","0","0","0","1079.52","-7156","0","5236","892","0","1684.1475","1684.1475","0","436.9433017729351","263.3426966292135"
